int Index	int Constellation	string Constellation Name	int Stars Subgroup	int Star Number	string Star Name	float Star Size	Color Star Color 	V2 Cel Coordinates(hr,Degree)	V2 Cel Coordinates (Normalized)	 float radius	float theta	float phi +	V3 Cartesian
117	5	Constellation_Ara	1	16	Star_Sphere (16)	0.35	RGBA(1.000, 1.000, 1.000, 1.000)	(16.94082, -52.2909)	(0.5882649, -0.58101)	400	2.483445	4.435097	(-66.97655, -235.3151, -316.4506)
118	5	Constellation_Ara	1	17	Star_Sphere (17)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(16.89045, -57.85471)	(0.5924625, -0.6428301)	400	2.580552	4.42191	(-60.95612, -203.9112, -338.6807)
119	5	Constellation_Ara	1	18	Star_Sphere (18)	0.25	RGBA(1.000, 1.000, 1.000, 1.000)	(16.78881, -58.3461)	(0.6009325, -0.64829)	400	2.589128	4.3953	(-65.45175, -199.4499, -340.4935)
120	5	Constellation_Ara	1	19	Star_Sphere (19)	0.25	RGBA(1.000, 1.000, 1.000, 1.000)	(16.77186, -58.51485)	(0.602345, -0.650165)	400	2.592073	4.390863	(-66.01896, -198.2052, -341.1102)
121	5	Constellation_Ara	1	20	Star_Sphere (20)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.0724, -57.7188)	(0.5773, -0.64132)	400	2.57818	4.469544	(-51.37056, -207.3616, -338.1749)
122	5	Constellation_Ara	1	21	Star_Sphere (21)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.38248, -58.02795)	(0.55146, -0.644755)	400	2.583575	4.550723	(-34.09233, -209.0403, -339.3226)
123	5	Constellation_Ara	1	22	Star_Sphere (22)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.32152, -59.7042)	(0.55654, -0.66338)	400	2.612831	4.534763	(-35.65415, -198.6109, -345.373)
124	5	Constellation_Ara	1	23	Star_Sphere (23)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.40672, -60.6834)	(0.54944, -0.67426)	400	2.629922	4.557069	(-30.2979, -193.4963, -348.771)
125	5	Constellation_Ara	1	24	Star_Sphere (24)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.40063, -62.8704)	(0.5499475, -0.69856)	400	2.668092	4.555474	(-28.50423, -180.1609, -355.9909)
126	5	Constellation_Ara	1	25	Star_Sphere (25)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.22207, -67.20435)	(0.5648275, -0.746715)	400	2.743734	4.508728	(-31.34534, -151.7752, -368.757)
127	5	Constellation_Ara	1	26	Star_Sphere (26)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(16.99398, -54.61965)	(0.583835, -0.606885)	400	2.524089	4.449014	(-60.29511, -223.6143, -326.1306)
128	5	Constellation_Ara	1	27	Star_Sphere (27)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(16.74537, -53.1702)	(0.6045525, -0.59078)	400	2.498791	4.383928	(-77.34857, -226.9575, -320.1679)
129	5	Constellation_Ara	1	28	Star_Sphere (28)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(16.97124, -50.65245)	(0.58573, -0.562805)	400	2.454849	4.44306	(-67.48139, -244.4664, -309.3258)
130	5	Constellation_Ara	1	29	Star_Sphere (29)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(16.69455, -49.65795)	(0.6087875, -0.551755)	400	2.437491	4.370623	(-86.78399, -243.9637, -304.8774)
131	5	Constellation_Ara	1	30	Star_Sphere (30)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(16.6887, -48.78045)	(0.609275, -0.542005)	400	2.422176	4.369092	(-88.71892, -248.1986, -300.8761)
132	5	Constellation_Ara	1	31	Star_Sphere (31)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.19507, -48.8655)	(0.5670775, -0.54295)	400	2.42366	4.501659	(-55.04024, -257.3106, -301.267)
133	5	Constellation_Ara	1	32	Star_Sphere (32)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.31696, -46.6398)	(0.55692, -0.51822)	400	2.384815	4.53357	(-48.84834, -270.2538, -290.8207)
134	5	Constellation_Ara	1	33	Star_Sphere (33)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(16.77309, -47.0547)	(0.6022425, -0.52283)	400	2.392056	4.391185	(-86.0371, -258.5822, -292.8018)
135	5	Constellation_Ara	1	34	Star_Sphere (34)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.44854, -45.8496)	(0.5459549, -0.50944)	400	2.371023	4.568017	(-40.08486, -275.7191, -287.0056)
136	5	Constellation_Ara	1	35	Star_Sphere (35)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.68785, -46.9395)	(0.5260125, -0.52155)	400	2.390045	4.630669	(-22.29365, -272.1967, -292.2533)
137	5	Constellation_Ara	1	36	Star_Sphere (36)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.62374, -50.0607)	(0.531355, -0.55623)	400	2.44452	4.613884	(-25.25411, -255.5454, -306.69)
138	5	Constellation_Ara	1	37	Star_Sphere (37)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.46594, -52.3026)	(0.5445049, -0.58114)	400	2.483649	4.572573	(-34.08725, -242.2095, -316.5005)
139	5	Constellation_Ara	1	38	Star_Sphere (38)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.84064, -53.6148)	(0.51328, -0.59572)	400	2.506551	4.670669	(-9.89672, -237.0779, -322.0189)
140	5	Constellation_Ara	1	39	Star_Sphere (39)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.8104, -55.4076)	(0.5158, -0.61564)	400	2.537841	4.662752	(-11.26759, -226.8141, -329.2847)
141	5	Constellation_Ara	1	40	Star_Sphere (40)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.52261, -56.92005)	(0.5397825, -0.632445)	400	2.564239	4.587409	(-27.21509, -216.6207, -335.1639)
142	5	Constellation_Ara	1	41	Star_Sphere (41)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(17.45364, -50.64345)	(0.54553, -0.562705)	400	2.454691	4.569353	(-36.15868, -251.0673, -309.2859)
143	6	Constellation_Aries	0	0	Star_Sphere	1	RGBA(1.000, 1.000, 1.000, 1.000)	(2.11968, 23.4459)	(-0.17664, 0.26051)	400	1.161588	0.5549309	(311.9051, 193.3532, 159.1532)
144	6	Constellation_Aries	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(1.91148, 20.8089)	(-0.15929, 0.23121)	400	1.207613	0.5004243	(328.0592, 179.4003, 142.1009)
145	6	Constellation_Aries	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(1.89048, 19.2924)	(-0.15754, 0.21436)	400	1.23408	0.4949265	(332.2347, 179.318, 132.1557)
146	6	Constellation_Aries	0	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(2.83098, 27.2484)	(-0.235915, 0.30276)	400	1.095222	0.7411488	(262.3326, 240.0864, 183.1396)
147	6	Constellation_Aries	1	4	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(3.18888, 19.7019)	(-0.26574, 0.21891)	400	1.226933	0.8348469	(252.7973, 279.1215, 134.8506)
148	6	Constellation_Aries	1	5	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(2.98728, 21.2544)	(-0.24894, 0.23616)	400	1.199837	0.7820681	(264.4801, 262.7245, 145.0038)
149	6	Constellation_Aries	1	6	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(3.24798, 21.0609)	(-0.270665, 0.23401)	400	1.203214	0.8503191	(246.2687, 280.5163, 143.744)
150	6	Constellation_Aries	1	7	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.21028, 21.1914)	(-0.18419, 0.23546)	400	1.200937	0.5786499	(312.2354, 203.9648, 144.5938)
151	6	Constellation_Aries	1	8	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.30748, 19.8054)	(-0.19229, 0.22006)	400	1.225127	0.6040969	(309.7332, 213.768, 135.5307)
152	6	Constellation_Aries	1	9	Star_Sphere (9)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(1.94958, 17.7894)	(-0.162465, 0.19766)	400	1.260313	0.5103989	(332.3318, 186.0668, 122.2076)
153	6	Constellation_Aries	1	10	Star_Sphere (10)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.10438, 22.6179)	(-0.175365, 0.25131)	400	1.17604	0.5509254	(314.6041, 193.2862, 153.8335)
154	6	Constellation_Aries	1	11	Star_Sphere (11)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(1.96308, 23.6124)	(-0.16359, 0.26236)	400	1.158682	0.5139332	(319.1638, 180.1788, 160.2189)
155	6	Constellation_Aries	1	12	Star_Sphere (12)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.68818, 19.7154)	(-0.224015, 0.21906)	400	1.226698	0.7037638	(287.0878, 243.6637, 134.9393)
156	6	Constellation_Aries	1	13	Star_Sphere (13)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.64258, 21.8934)	(-0.220215, 0.24326)	400	1.188684	0.6918257	(285.8174, 236.7741, 149.1523)
157	6	Constellation_Aries	1	14	Star_Sphere (14)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.73768, 15.2964)	(-0.22814, 0.16996)	400	1.303824	0.716723	(290.9011, 253.4582, 105.525)
158	6	Constellation_Aries	1	15	Star_Sphere (15)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.81598, 17.4834)	(-0.234665, 0.19426)	400	1.265653	0.7372218	(282.4553, 256.4717, 120.1718)
159	6	Constellation_Aries	1	16	Star_Sphere (16)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.93748, 18.0234)	(-0.24479, 0.20026)	400	1.256229	0.7690305	(273.3298, 264.5256, 123.7621)
160	6	Constellation_Aries	1	17	Star_Sphere (17)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(2.85378, 15.0354)	(-0.237815, 0.16706)	400	1.308379	0.7471179	(283.4138, 262.5056, 103.7663)
161	6	Constellation_Aries	1	18	Star_Sphere (18)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(3.35358, 21.1644)	(-0.279465, 0.23516)	400	1.201408	0.8779653	(238.2542, 287.0163, 144.4181)
162	6	Constellation_Aries	1	19	Star_Sphere (19)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(2.41188, 10.5804)	(-0.20099, 0.11756)	400	1.386134	0.6314287	(317.3846, 232.105, 73.44602)
163	6	Constellation_Aries	1	20	Star_Sphere (20)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.74578, 12.4389)	(-0.228815, 0.13821)	400	1.353697	0.7188436	(293.9609, 257.2228, 86.15934)
164	6	Constellation_Aries	1	21	Star_Sphere (21)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.60838, 12.4389)	(-0.217365, 0.13821)	400	1.353697	0.6828723	(303.0214, 246.4845, 86.15934)
165	6	Constellation_Aries	1	22	Star_Sphere (22)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.92878, 18.3114)	(-0.244065, 0.20346)	400	1.251202	0.7667528	(273.4801, 263.4674, 125.6725)
166	6	Constellation_Aries	1	23	Star_Sphere (23)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.80458, 18.2844)	(-0.233715, 0.20316)	400	1.251673	0.7342373	(281.9447, 254.477, 125.4936)
167	6	Constellation_Aries	1	24	Star_Sphere (24)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.54448, 15.0624)	(-0.21204, 0.16736)	400	1.307908	0.6661434	(303.6797, 238.691, 103.9484)
168	6	Constellation_Aries	1	25	Star_Sphere (25)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.09798, 13.1769)	(-0.258165, 0.14641)	400	1.340816	0.8110493	(268.2417, 282.3686, 91.18334)
169	6	Constellation_Aries	1	26	Star_Sphere (26)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.17508, 11.8449)	(-0.26459, 0.13161)	400	1.364064	0.831234	(263.8455, 289.2132, 82.10522)
170	6	Constellation_Aries	1	27	Star_Sphere (27)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.00888, 10.8909)	(-0.25074, 0.12101)	400	1.380714	0.7877229	(277.1019, 278.3933, 75.57578)
171	6	Constellation_Aries	1	28	Star_Sphere (28)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.80288, 16.9794)	(-0.15024, 0.18866)	400	1.27445	0.4719929	(340.7359, 173.9373, 116.8111)
172	6	Constellation_Aries	1	29	Star_Sphere (29)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.21058, 15.3189)	(-0.184215, 0.17021)	400	1.303431	0.5787285	(322.9659, 211.0107, 105.6765)
173	6	Constellation_Aries	1	30	Star_Sphere (30)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.03958, 13.4334)	(-0.169965, 0.14926)	400	1.336339	0.5339608	(334.8988, 198.0089, 92.92594)
174	6	Constellation_Aries	1	31	Star_Sphere (31)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.84008, 11.0664)	(-0.15334, 0.12296)	400	1.377651	0.4817318	(347.8862, 181.8798, 76.77859)
175	6	Constellation_Aries	1	32	Star_Sphere (32)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.82958, 22.2894)	(-0.152465, 0.24766)	400	1.181773	0.4789829	(328.4611, 170.576, 151.714)
176	6	Constellation_Aries	1	33	Star_Sphere (33)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.20998, 24.1389)	(-0.184165, 0.26821)	400	1.149493	0.5785714	(305.6133, 199.6048, 163.58)
177	6	Constellation_Aries	1	34	Star_Sphere (34)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.25798, 25.1109)	(-0.188165, 0.27901)	400	1.132528	0.5911378	(300.7333, 201.8536, 169.7487)
178	6	Constellation_Aries	1	35	Star_Sphere (35)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.25948, 25.8264)	(-0.18829, 0.28696)	400	1.120041	0.5915305	(298.871, 200.7739, 174.2583)
179	6	Constellation_Aries	1	36	Star_Sphere (36)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.15328, 25.8849)	(-0.17944, 0.28761)	400	1.11902	0.5637274	(304.1863, 192.2927, 174.6259)
180	6	Constellation_Aries	1	37	Star_Sphere (37)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.06028, 25.8939)	(-0.17169, 0.28771)	400	1.118863	0.53938	(308.754, 184.8162, 174.6824)
181	6	Constellation_Aries	1	38	Star_Sphere (38)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.51268, 25.1964)	(-0.20939, 0.27996)	400	1.131036	0.6578181	(286.4145, 221.288, 170.289)
182	6	Constellation_Aries	1	39	Star_Sphere (39)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.61918, 24.6249)	(-0.218265, 0.27361)	400	1.141011	0.6856997	(281.4348, 230.2508, 166.6703)
183	6	Constellation_Aries	1	40	Star_Sphere (40)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.81208, 25.1649)	(-0.23434, 0.27961)	400	1.131586	0.7362008	(268.277, 243.0984, 170.09)
184	6	Constellation_Aries	1	41	Star_Sphere (41)	0.45	RGBA(1.000, 1.000, 1.000, 1.000)	(2.67708, 27.0729)	(-0.22309, 0.30081)	400	1.098285	0.7008579	(272.2179, 229.6855, 182.0495)
185	6	Constellation_Aries	1	42	Star_Sphere (42)	0.45	RGBA(1.000, 1.000, 1.000, 1.000)	(2.72028, 27.7209)	(-0.22669, 0.30801)	400	1.086975	0.7121677	(268.0271, 231.3891, 186.066)
186	6	Constellation_Aries	1	43	Star_Sphere (43)	0.45	RGBA(1.000, 1.000, 1.000, 1.000)	(2.79768, 29.1789)	(-0.23314, 0.32421)	400	1.061528	0.7324309	(259.6783, 233.5299, 195.0153)
187	6	Constellation_Aries	1	44	Star_Sphere (44)	0.45	RGBA(1.000, 1.000, 1.000, 1.000)	(3.33558, 29.0799)	(-0.277965, 0.32311)	400	1.063256	0.8732527	(224.5463, 267.9237, 194.4115)
188	6	Constellation_Aries	1	45	Star_Sphere (45)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.37248, 27.6219)	(-0.28104, 0.30691)	400	1.088703	0.8829132	(225.0164, 273.8147, 185.4539)
189	6	Constellation_Aries	1	46	Star_Sphere (46)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.33138, 27.0684)	(-0.277615, 0.30076)	400	1.098364	0.8721532	(229.0912, 272.7368, 182.0215)
190	6	Constellation_Aries	1	47	Star_Sphere (47)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.25458, 30.54241)	(-0.271215, 0.3393601)	400	1.037731	0.852047	(226.8348, 259.282, 203.2704)
191	6	Constellation_Aries	1	48	Star_Sphere (48)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.20928, 27.2529)	(-0.26744, 0.30281)	400	1.095144	0.8401875	(237.2985, 264.8378, 183.1675)
192	6	Constellation_Aries	1	49	Star_Sphere (49)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.15558, 29.0979)	(-0.262965, 0.32331)	400	1.062942	0.8261289	(236.8765, 257.0038, 194.5213)
193	6	Constellation_Aries	1	50	Star_Sphere (50)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.37488, 20.7729)	(-0.28124, 0.23081)	400	1.208241	0.8835415	(237.2705, 289.0965, 141.8659)
194	6	Constellation_Aries	1	51	Star_Sphere (51)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.96748, 20.6739)	(-0.24729, 0.22971)	400	1.209969	0.7768845	(266.8724, 262.3665, 141.2195)
195	6	Constellation_Aries	1	52	Star_Sphere (52)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.03258, 26.4699)	(-0.252715, 0.29411)	400	1.108809	0.7939276	(251.0232, 255.3423, 178.291)
196	6	Constellation_Aries	1	53	Star_Sphere (53)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.40158, 24.7149)	(-0.283465, 0.27461)	400	1.13944	0.8905316	(228.5529, 282.4781, 167.2413)
197	6	Constellation_Aries	1	54	Star_Sphere (54)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(3.14628, 25.3494)	(-0.26219, 0.28166)	400	1.128366	0.8236942	(245.635, 265.2078, 171.2549)
198	6	Constellation_Aries	1	55	Star_Sphere (55)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(2.17218, 19.4049)	(-0.181015, 0.21561)	400	1.232117	0.5686754	(317.8999, 203.1702, 132.8967)
199	6	Constellation_Aries	1	56	Star_Sphere (56)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.92468, 23.6169)	(-0.16039, 0.26241)	400	1.158604	0.50388	(320.948, 176.955, 160.2477)
200	2	Constellation_Apus	0	0	Star_Sphere	1	RGBA(1.000, 1.000, 1.000, 1.000)	(14.79483, -79.03395)	(0.7670975, -0.878155)	400	2.950199	3.873278	(-56.61538, -50.83816, -392.696)
201	2	Constellation_Apus	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(16.71633, -77.53095)	(0.6069725, -0.861455)	400	2.923967	4.376325	(-28.48084, -81.53355, -390.5651)
202	2	Constellation_Apus	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(16.5564, -78.90795)	(0.6203, -0.876755)	400	2.948	4.334455	(-28.39618, -71.52356, -392.5277)
203	2	Constellation_Apus	0	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(16.34313, -78.71445)	(0.6380725, -0.8746049)	400	2.944623	4.278622	(-32.90026, -71.02993, -392.2656)
204	2	Constellation_Apus	1	4	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(14.37366, -80.13105)	(0.802195, -0.890345)	400	2.969347	3.763016	(-55.7412, -39.91402, -394.081)
205	2	Constellation_Apus	1	5	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(14.30289, -81.027)	(0.8080925, -0.9003)	400	2.984984	3.744488	(-51.38846, -35.3756, -395.1048)
206	2	Constellation_Apus	1	6	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(15.67179, -73.47375)	(0.6940175, -0.816375)	400	2.853155	4.102865	(-65.1375, -93.2921, -383.4758)
207	2	Constellation_Apus	1	7	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(15.52407, -73.41479)	(0.7063274, -0.81572)	400	2.852126	4.064192	(-68.93392, -91.01837, -383.3586)
208	2	Constellation_Apus	1	8	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(16.56996, -71.019)	(0.61917, -0.7890999)	400	2.810312	4.338006	(-47.57807, -121.0901, -378.2506)
209	2	Constellation_Apus	1	9	Star_Sphere (9)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(16.30461, -73.06875)	(0.6412825, -0.811875)	400	2.846087	4.268537	(-50.0231, -105.2022, -382.662)
210	2	Constellation_Apus	1	10	Star_Sphere (10)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(17.36943, -70.14645)	(0.5525475, -0.779405)	400	2.795083	4.547307	(-22.32421, -134.0, -376.2255)
211	2	Constellation_Apus	1	11	Star_Sphere (11)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(17.36553, -67.79745)	(0.5528725, -0.753305)	400	2.754085	4.546285	(-24.99176, -149.0724, -370.3415)
212	2	Constellation_Apus	1	12	Star_Sphere (12)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(15.00432, -77.1984)	(0.74964, -0.85776)	400	2.918163	3.928122	(-62.60014, -62.74194, -390.0573)
213	2	Constellation_Apus	1	13	Star_Sphere (13)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(14.96259, -76.67099)	(0.7531174, -0.8518999)	400	2.908958	3.917197	(-65.84268, -64.56548, -389.2249)
214	2	Constellation_Apus	1	14	Star_Sphere (14)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(15.69585, -76.09724)	(0.6920125, -0.845525)	400	2.898944	4.109164	(-54.52322, -79.14748, -388.282)
215	2	Constellation_Apus	1	15	Star_Sphere (15)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(14.08827, -76.8168)	(0.8259775, -0.85352)	400	2.911502	3.688301	(-77.9291, -47.42647, -389.4583)
216	2	Constellation_Apus	1	16	Star_Sphere (16)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(14.88663, -73.21095)	(0.7594475, -0.813455)	400	2.848568	3.897311	(-84.08726, -79.23836, -382.9499)
217	2	Constellation_Apus	1	17	Star_Sphere (17)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(17.52327, -80.8614)	(0.5397274, -0.89846)	400	2.982094	4.587582	(-7.908352, -63.03513, -394.9228)
218	2	Constellation_Apus	1	18	Star_Sphere (18)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(17.96019, -76.19715)	(0.5033175, -0.846635)	400	2.900687	4.701967	(-0.9946025, -95.42753, -388.4489)
219	2	Constellation_Apus	1	19	Star_Sphere (19)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(18.1008, -74.0385)	(0.4915999, -0.82265)	400	2.863012	4.738779	(2.902427, -109.9582, -384.5787)
220	3	Constellation_Aquarius	0	0	Star_Sphere	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.09626, -0.3294)	(0.158645, -0.00366)	400	1.576545	5.784788	(351.3341, -191.2043, -2.299647)
221	3	Constellation_Aquarius	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(21.52326, -5.4594)	(0.206395, -0.06066)	400	1.666081	5.634777	(317.3721, -240.4718, -38.05616)
222	3	Constellation_Aquarius	0	2	Star_Sphere (2)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(20.87106, -9.0324)	(0.260745, -0.10036)	400	1.728441	5.464031	(269.7487, -288.6038, -62.7972)
223	3	Constellation_Aquarius	0	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(20.79486, -9.5094)	(0.267095, -0.10566)	400	1.736767	5.444082	(263.5796, -293.5281, -66.08378)
224	3	Constellation_Aquarius	0	4	Star_Sphere (4)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.10448, -13.7844)	(0.15796, -0.15316)	400	1.81138	5.78694	(341.6198, -184.9658, -95.30763)
225	3	Constellation_Aquarius	0	5	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(22.27845, -7.727401)	(0.1434625, -0.08586)	400	1.705665	5.832485	(356.7872, -172.6562, -53.78407)
226	3	Constellation_Aquarius	0	6	Star_Sphere (6)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(22.33446, -7.7049)	(0.138795, -0.08561)	400	1.705272	5.847148	(359.2996, -167.4151, -53.62837)
227	3	Constellation_Aquarius	0	7	Star_Sphere (7)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(22.87341, -7.491149)	(0.0938825, -0.083235)	400	1.701542	5.988245	(379.4612, -115.2807, -52.14921)
228	3	Constellation_Aquarius	0	8	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.82586, -13.6359)	(0.097845, -0.15151)	400	1.808788	5.975796	(370.5046, -117.6171, -94.30044)
229	3	Constellation_Aquarius	0	9	Star_Sphere (9)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(22.90902, -15.7239)	(0.090915, -0.17471)	400	1.84523	5.997568	(369.433, -108.4827, -108.4008)
230	3	Constellation_Aquarius	0	10	Star_Sphere (10)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(23.29608, -9.108451)	(0.05866, -0.101205)	400	1.729769	6.0989	(388.2686, -72.37341, -63.32152)
231	3	Constellation_Aquarius	0	11	Star_Sphere (13)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(23.38164, -20.00565)	(0.05153, -0.222285)	400	1.919961	6.121299	(370.9492, -60.58164, -136.8452)
232	3	Constellation_Aquarius	0	12	Star_Sphere (14)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(23.15658, -21.0942)	(0.070285, -0.23438)	400	1.93896	6.062379	(364.1352, -81.73609, -143.961)
233	3	Constellation_Aquarius	0	13	Star_Sphere (15)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(23.27175, -7.6338)	(0.0606875, -0.08482)	400	1.704031	6.09253	(389.2713, -75.12905, -53.13647)
234	3	Constellation_Aquarius	0	14	Star_Sphere (16)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(23.23737, -5.9814)	(0.0635525, -0.06646)	400	1.675192	6.083529	(389.9195, -78.9009, -41.68227)
235	3	Constellation_Aquarius	0	15	Star_Sphere (17)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.41831, 1.4526)	(0.1318075, 0.01614)	400	1.545444	5.8691	(366.0762, -160.8893, 10.13993)
236	3	Constellation_Aquarius	0	16	Star_Sphere (18)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.47921, 0.0216)	(0.1267325, 0.00024)	400	1.570419	5.885044	(368.7132, -155.0824, 0.1507584)
